id,type,src,dst,app,latency,message,ctime,size,buffer
12,LINK,7,22,12,8.000000200572222,12_(149-161),497.2697864741923,4462048,21
16,LINK,59,15,16,8.000000387010097,16_(209-210),499.1122432282757,2839108,20
13,LINK,110,173,0,15.000000351978457,0_(1-8),499.3275745944236,3076448,20
13,LINK,80,138,0,12.000000085144313,0_(1-18),500.3275730280331,1651083,20
28,LINK,175,106,9,12.000000429333685,9_(128-129),501.2697858634032,3535380,20
20,LINK,3,15,11,8.000000120579434,11_(145-146),502.2049694329668,2952672,20
17,LINK,15,7,16,10.000000232506633,16_(207-208),503.0346482089752,2979702,20
25,LINK,102,164,18,9.000000189221373,18_(218-231),503.0346482709394,3518856,20
12,LINK,15,63,12,12.000000316934058,12_(149-163),503.26978612371914,3109357,20
35,LINK,193,177,2,12.000000248283579,2_(38-39),503.42362204724407,2471521,21
35,LINK,193,177,2,12.000000234666723,2_(38-49),503.42362204724407,2335973,22
25,LINK,62,15,18,9.000000455404114,18_(219-220),505.00698690602434,2814029,22
25,LINK,62,112,18,12.000000254010097,18_(219-221),505.00698690602434,1856842,23
25,LINK,62,15,18,9.000000679817633,18_(219-227),505.00698690602434,4200723,24
16,LINK,15,7,16,10.000000221536059,16_(209-210),507.1122436152858,2839108,22
20,LINK,15,33,11,8.000000159905847,11_(145-146),510.2049695535462,2952672,22
17,LINK,7,74,16,6.000000119472582,16_(207-208),513.0346484414819,2979702,20
28,LINK,106,104,9,6.000000148136937,9_(128-129),513.2697862927369,3535380,20
25,LINK,15,99,18,10.000000115280876,18_(219-220),514.0069873614284,2814029,20
13,LINK,173,197,0,16.000000489811384,0_(1-8),514.327574946402,3076448,20
12,LINK,63,81,12,12.00000031386025,12_(149-163),515.2697864406532,3109357,20
35,LINK,177,85,2,9.000000129677282,2_(38-39),515.4236222955276,2471521,20
3,LINK,68,15,1,12.00000016324933,1_(23-24),516.9925301749461,1886888,21
3,LINK,68,15,1,12.000000304791527,1_(23-26),516.9925301749461,3522878,22
3,LINK,68,15,1,12.000000170010434,1_(23-29),516.9925301749461,1965035,23
3,LINK,68,15,1,12.000000180968774,1_(23-33),516.9925301749461,2091695,24
3,LINK,68,15,1,12.000000163941472,1_(23-36),516.9925301749461,1894888,25
25,LINK,112,105,18,10.00000006309308,18_(219-221),517.0069871600344,1856842,25
28,LINK,175,106,9,12.000000447137278,9_(128-130),517.2697861233813,3681985,25
17,LINK,74,153,16,9.000000306927891,16_(207-208),519.0346485609545,2979702,24
28,LINK,104,4,9,8.000000154838014,9_(128-129),519.2697864408738,3535380,24
26,LINK,195,175,5,16.000000256361055,5_(75-76),520.5395683453237,3630757,25
26,LINK,195,175,5,16.000000141551627,5_(75-77),520.5395683453237,2004749,26
12,LINK,125,104,12,15.00000019459717,12_(152-158),522.6093859530944,2626385,27
25,LINK,15,101,18,10.000000476409593,18_(219-227),523.006988041246,4200723,27
16,LINK,7,105,16,10.000000202314535,16_(209-210),523.034648663018,2839108,27
25,LINK,99,176,18,15.00000016481292,18_(219-220),524.0069874767092,2814029,27
35,LINK,85,6,2,10.000000472573294,2_(38-39),524.4236224252048,2471521,27
25,LINK,105,166,18,9.000000094568597,18_(219-221),527.0069872231276,1856842,27
12,LINK,81,119,12,15.000000363081925,12_(149-163),527.2697867545135,3109357,26
35,LINK,177,85,2,9.000000122565266,2_(38-49),527.4236225301943,2335973,26
3,LINK,15,71,1,10.000000181652894,1_(23-24),528.9925303381954,1886888,25
4,LINK,50,1,8,15.0000002712765,8_(121-126),529.0373244220688,1998727,26
28,LINK,106,15,9,6.000000156717752,9_(128-130),529.2697865705186,3681985,26
13,LINK,197,199,0,15.000000442402188,0_(1-8),530.3275754362135,3076448,26
38,LINK,187,112,8,16.000000405789066,M.USER.APP.8,531,2925111,27
17,LINK,153,74,16,9.000000320391733,16_(208-209),531.8211275157471,3110411,28
25,LINK,101,135,18,15.000000497271515,18_(219-227),533.0069885176556,4200723,28
16,LINK,105,166,16,9.00000014459521,16_(209-210),533.0346488653324,2839108,28
28,LINK,175,106,9,12.000000359067634,9_(128-132),533.2697863321533,2956769,28
35,LINK,6,110,2,6.000000358325588,2_(38-39),534.4236228977782,2471521,28
28,LINK,15,85,9,10.000000788301278,9_(128-130),535.2697867272364,3681985,28
35,LINK,85,15,2,10.00000050012439,2_(38-49),536.4236226527595,2335973,27
12,LINK,104,4,12,8.000000115027024,12_(152-158),537.6093861476916,2626385,27
35,LINK,110,160,2,15.000000134996519,2_(38-39),540.4236232561037,2471521,25
17,LINK,74,7,16,6.000000124713423,16_(208-209),540.8211278361388,3110411,25
3,LINK,15,3,1,8.000000143865162,1_(23-26),540.9925306429869,3522878,25
13,LINK,198,196,0,25.000000708342768,0_(7-9),541.9341309488327,3516222,26
13,LINK,198,196,0,25.000000393546188,0_(7-12),541.9341309488327,1953568,27
13,LINK,198,196,0,25.000000614038402,0_(7-13),541.9341309488327,3048094,28
4,LINK,198,196,8,25.000000322700068,8_(116-119),543.0972880379899,1601887,28
4,LINK,1,2,8,4.000000048388179,8_(121-126),544.0373246933452,1998727,28
28,LINK,106,133,9,9.000000207083104,9_(128-132),545.2697866912209,2956769,27
28,LINK,85,177,9,9.00000019318865,9_(128-130),545.2697875155376,3681985,27
12,LINK,4,61,12,9.000000234717849,12_(152-158),545.6093862627185,2626385,26
35,LINK,15,27,2,10.000000184499582,2_(38-49),546.4236231528839,2335973,26
17,LINK,7,15,16,10.000000242705877,16_(208-209),546.8211279608522,3110411,26
38,LINK,112,106,8,10.000000133947442,M.USER.APP.8,547.000000405789,2925111,26
4,LINK,2,0,8,3.0000000347108657,8_(121-126),548.0373247417334,1998727,25
3,LINK,3,112,1,8.000000339271022,1_(23-26),548.9925307868521,3522878,25
28,LINK,175,106,9,12.000000466270386,9_(128-133),549.2697866032561,3839538,25
4,LINK,0,14,8,6.000000115975171,8_(121-126),551.0373247764443,1998727,25
3,LINK,15,0,1,10.000000069654414,1_(23-29),552.9925308129974,1965035,25
30,LINK,193,177,16,12.000000299334326,16_(207-208),554.7874037879507,2979702,23
17,LINK,15,59,16,8.000000423992486,16_(208-209),556.821128203558,3110411,21
3,LINK,112,146,1,15.000000219357066,1_(23-26),556.992531126123,3522878,21
19,LINK,164,102,7,9.000000202643626,7_(102-109),556.9970501806135,3768463,22
19,LINK,164,102,7,9.000000223514162,7_(102-113),556.9970501806135,4156582,23
38,LINK,106,175,8,12.000000355223111,M.USER.APP.8,557.0000005397364,2925111,23
28,LINK,106,104,9,6.000000160881546,9_(128-133),561.2697870695265,3839538,22
3,LINK,0,110,1,6.000000169264522,1_(23-29),562.9925308826519,1965035,22
21,LINK,195,175,12,16.000000231378333,12_(149-150),564.4892102697073,3276935,23
21,LINK,195,175,12,16.000000156120564,12_(149-152),564.4892102697073,2211084,24
21,LINK,195,175,12,16.00000012110012,12_(149-160),564.4892102697073,1715101,25
21,LINK,195,175,12,16.000000315056976,12_(149-161),564.4892102697073,4462048,26
21,LINK,195,175,12,16.00000021954596,12_(149-163),564.4892102697073,3109357,27
17,LINK,59,158,16,12.000000184505387,16_(208-209),564.8211286275505,3110411,27
3,LINK,15,0,1,10.000000074144118,1_(23-33),564.9925309939662,2091695,27
28,LINK,175,106,9,12.000000272411542,9_(128-134),565.2697867616438,2243193,27
19,LINK,102,1,7,8.00000019264337,7_(102-109),565.9970503832571,3768463,27
39,LINK,169,112,17,12.000000275770224,17_(211-212),566.6006564551423,3258758,28
39,LINK,169,112,17,12.000000244685339,17_(211-215),566.6006564551423,2891430,29
30,LINK,177,85,16,9.000000156340835,16_(207-208),566.787404087285,2979702,29
13,LINK,196,185,0,16.000000590100036,0_(7-9),566.9341316571755,3516222,29
40,LINK,187,112,13,16.000000283044265,M.USER.APP.13,567,2040311,30
28,LINK,104,4,9,8.000000168159135,9_(128-133),567.269787230408,3839538,30
41,LINK,184,75,12,20.000000422650086,M.USER.APP.12,568,4470684,31
3,LINK,110,137,1,12.000000316906371,1_(23-29),568.9925310519163,1965035,31
38,LINK,175,195,8,16.00000020653669,M.USER.APP.8,569.0000008949596,2925111,31
4,LINK,64,7,8,9.000000282982764,8_(118-127),570.1209887634174,2094504,32
19,LINK,1,3,7,4.000000092617152,7_(102-109),573.9970505759005,3768463,31
3,LINK,0,110,1,6.000000180174783,1_(23-33),574.9925310681103,2091695,31
19,LINK,102,7,7,6.000000175890327,7_(102-113),574.9970506067713,4156582,31
30,LINK,85,15,16,10.000000637944721,16_(207-208),575.7874042436259,2979702,30
3,LINK,15,0,1,10.00000006716792,1_(23-36),576.9925311579076,1894888,29
28,LINK,106,15,9,6.000000095477891,9_(128-134),577.2697870340553,2243193,29
19,LINK,3,112,7,8.000000362922105,7_(102-109),577.9970506685177,3768463,29
39,LINK,112,4,17,10.000000128181338,17_(211-212),578.6006567309125,3258758,29
4,LINK,7,3,8,3.000000094419645,8_(118-127),579.1209890464002,2094504,29
3,LINK,110,141,1,9.000000274465645,1_(23-33),580.9925312482851,2091695,29
19,LINK,7,4,7,4.000000101664024,7_(102-113),580.9970507826616,4156582,28
28,LINK,175,106,9,12.000000385407187,9_(128-139),581.2697869857303,3173664,28
4,LINK,3,109,8,6.000000142121532,8_(118-127),582.1209891408198,2094504,28
28,LINK,4,112,9,10.00000011648344,9_(129-131),582.5324325101087,2961362,29
13,LINK,185,112,0,15.000001214217045,0_(7-9),582.9341322472756,3516222,29
40,LINK,112,169,13,12.00000017265996,M.USER.APP.13,583.0000002830443,2040311,29
28,LINK,15,7,9,10.000000175036716,9_(128-134),583.2697871295331,2243193,29
19,LINK,4,67,7,10.000000195702512,7_(102-113),584.9970508843256,4156582,29
30,LINK,15,7,16,10.000000232506633,16_(207-208),585.7874048815706,2979702,28
19,LINK,112,146,7,15.00000023464877,7_(102-109),585.9970510314398,3768463,28
41,LINK,75,106,12,10.000000355380738,M.USER.APP.12,588.00000042265,4470684,27
4,LINK,109,190,8,12.000000227076091,8_(118-127),588.1209892829413,2094504,27
39,LINK,4,86,17,12.000000315859241,17_(211-212),588.6006568590939,3258758,27
3,LINK,45,6,1,8.000000508208466,1_(25-32),589.1490880917412,3959938,28
39,LINK,112,110,17,6.0000001403621175,17_(211-215),590.6006569755979,2891430,27
28,LINK,133,106,9,9.000000186373105,9_(132-137),591.1994244249564,2661068,28
13,LINK,196,185,0,16.00000032785204,0_(7-12),591.9341320507217,1953568,28
11,LINK,199,197,15,15.000000247162983,15_(190-191),592.3364485981308,1718762,29
11,LINK,199,197,15,15.000000370709676,15_(190-192),592.3364485981308,2577901,30
11,LINK,199,197,15,15.00000063270895,15_(190-193),592.3364485981308,4399834,31
28,LINK,112,131,9,15.000000685690933,9_(129-131),592.5324326265921,2961362,31
28,LINK,7,18,9,10.000000265562042,9_(128-134),593.2697873045698,2243193,31
28,LINK,106,104,9,6.000000132980575,9_(128-139),593.2697873711375,3173664,31
19,LINK,67,130,7,15.000001477960984,7_(102-113),594.9970510800281,4156582,31
12,LINK,119,81,12,15.000000255592472,12_(163-164),595.0823514842277,2188840,31
39,LINK,110,137,17,12.000000466308533,17_(211-215),596.60065711596,2891430,31
35,LINK,160,110,2,15.000000233135943,2_(39-40),596.7285184959953,4268261,32
35,LINK,160,110,2,15.000000146742236,2_(39-42),596.7285184959953,2686562,33
35,LINK,160,110,2,15.000000222233572,2_(39-48),596.7285184959953,4068660,34
35,LINK,160,110,2,15.000000109299004,2_(39-50),596.7285184959953,2001050,35
3,LINK,6,0,1,5.000000084469539,1_(25-32),597.1490885999497,3959938,35
28,LINK,175,106,9,12.000000492243071,9_(128-141),597.2697872719343,4053412,35
13,LINK,112,4,0,10.000000138308534,0_(7-9),597.9341334614926,3516222,35
41,LINK,106,175,12,12.000000542916245,M.USER.APP.12,598.0000007780308,4470684,35
25,LINK,166,105,18,9.000000124482522,18_(221-222),598.5401778958546,2444198,36
25,LINK,166,105,18,9.000000121091105,18_(221-230),598.5401778958546,2377608,37
28,LINK,104,181,9,20.0000002397504,9_(128-139),599.2697875041181,3173664,37
4,LINK,190,194,8,12.000000186583925,8_(118-127),600.1209895100174,2094504,37
28,LINK,106,15,9,6.000000113264067,9_(132-137),600.1994246113295,2661068,37
3,LINK,0,65,1,12.000000479094053,1_(25-32),602.1490886844192,3959938,35
30,LINK,7,74,16,6.000000119472582,16_(207-208),603.2697875370765,2979702,35
28,LINK,15,6,9,6.000000140086374,9_(132-137),606.1994247245935,2661068,34
11,LINK,197,173,15,16.00000027364974,15_(190-191),607.3364488452938,1718762,34
25,LINK,105,112,18,10.000000083050674,18_(221-222),607.5401780203372,2444198,33
13,LINK,185,112,0,15.00000067460347,0_(7-12),607.9341323785737,1953568,33
13,LINK,4,101,0,6.000000222565544,0_(7-9),607.9341335998012,3516222,33
30,LINK,74,153,16,9.000000306927891,16_(207-208),609.269787656549,2979702,32
28,LINK,106,15,9,6.000000172526943,9_(128-141),609.2697877641774,4053412,32
41,LINK,175,195,12,16.00000031566675,M.USER.APP.12,610.000001320947,4470684,31
12,LINK,81,7,12,8.000000418285754,12_(163-164),610.0823517398202,2188840,31
35,LINK,110,6,2,6.000000618820205,2_(39-40),611.7285187291312,4268261,31
28,LINK,6,73,9,8.000000141381603,9_(132-137),612.1994248646799,2661068,30
47,LINK,181,104,12,20.000000337732118,M.USER.APP.12,613,4470684,31
5,LINK,175,106,8,12.000000482794738,8_(114-115),613.2697875526447,3975609,31
43,LINK,194,190,4,12.000000276327725,4_(63-64),613.4982817869416,3101926,32
43,LINK,194,190,4,12.000000133762112,4_(63-65),613.4982817869416,1501551,33
43,LINK,194,190,4,12.000000212126944,4_(63-66),613.4982817869416,2381238,34
43,LINK,194,190,4,12.000000149016175,4_(63-68),613.4982817869416,1672786,35
43,LINK,194,190,4,12.000000144292303,4_(63-70),613.4982817869416,1619758,36
43,LINK,194,190,4,12.000000263302509,4_(63-72),613.4982817869416,2955711,37
13,LINK,101,171,0,15.00000028153409,0_(7-9),613.9341338223667,3516222,37
28,LINK,15,7,9,10.000000316288398,9_(128-141),615.2697879367043,4053412,36
25,LINK,105,111,18,6.000000085713161,18_(221-230),616.5401781414283,2377608,36
13,LINK,196,185,0,16.000000511537774,0_(7-13),616.9341326647601,3048094,36
25,LINK,112,106,18,10.000000111925349,18_(221-222),617.5401781033878,2444198,36
3,LINK,71,15,1,10.000000410277448,1_(24-27),617.7191692925121,4261686,37
3,LINK,71,15,1,10.000000413147772,1_(24-30),617.7191692925121,4291501,38
12,LINK,7,4,12,4.0000000535358815,12_(163-164),618.0823521581059,2188840,37
25,LINK,135,101,18,15.00000037949539,18_(227-233),620.3044573693575,3205804,35
17,LINK,158,59,16,12.00000016841206,16_(209-210),621.3594886004157,2839108,36
30,LINK,153,74,16,9.000000320391733,16_(208-209),622.0562666113417,3110411,37
12,LINK,4,112,12,10.00000008609674,12_(163-164),622.0823522116418,2188840,37
11,LINK,197,173,15,16.00000041043608,15_(190-192),622.3364492160035,2577901,37
25,LINK,111,5,18,8.000000509122025,18_(221-230),622.5401782271415,2377608,37
13,LINK,112,105,0,10.000000066379704,0_(7-12),622.9341330531772,1953568,37
11,LINK,173,110,15,15.0000001966447,15_(190-191),623.3364491189436,1718762,37
12,LINK,43,15,12,12.00000021868196,12_(150-151),624.4364522926537,2500298,38
12,LINK,43,15,12,12.0000002442905,12_(150-153),624.4364522926537,2793093,39
12,LINK,43,15,12,12.000000198185855,12_(150-154),624.4364522926537,2265956,40
12,LINK,43,15,12,12.000000291749675,12_(150-155),624.4364522926537,3335717,41
12,LINK,43,15,12,12.000000264054632,12_(150-156),624.4364522926537,3019066,42
12,LINK,43,15,12,12.000000283031778,12_(150-159),624.4364522926537,3236041,43
12,LINK,43,15,12,12.000000324643219,12_(150-165),624.4364522926537,3711805,44
5,LINK,106,109,8,8.000000153891017,8_(114-115),625.2697880354394,3975609,44
28,LINK,7,66,9,6.0000011860897775,9_(128-141),625.2697882529927,4053412,44
43,LINK,190,109,4,12.00000033629596,4_(63-64),625.4982820632692,3101926,44
35,LINK,110,112,2,6.000000130416967,2_(39-42),626.7285188758734,2686562,43
25,LINK,106,175,18,12.000000296821426,18_(221-222),627.5401782153132,2444198,43
3,LINK,15,106,1,6.00000018139179,1_(24-27),627.7191697027896,4261686,43
5,LINK,175,106,8,12.000000227479527,8_(114-117),629.2697876849077,1873197,42
25,LINK,5,92,18,6.0000001181204015,18_(221-230),630.5401787362636,2377608,42
30,LINK,74,7,16,6.000000124713423,16_(208-209),631.0562669317334,3110411,42
12,LINK,112,116,12,9.000000121220022,12_(163-164),632.0823522977386,2188840,41
35,LINK,112,131,2,15.000000622062148,2_(39-42),632.7285190062904,2686562,41
13,LINK,105,159,0,12.000000336611455,0_(7-12),632.9341331195569,1953568,41
13,LINK,185,112,0,15.000001052563714,0_(7-13),632.9341331762979,3048094,41
47,LINK,104,106,12,6.00000018732737,M.USER.APP.12,633.0000003377321,4470684,41
5,LINK,109,190,8,12.000000431016487,8_(114-115),633.2697881893305,3975609,41
17,LINK,59,15,16,8.000000387010097,16_(209-210),633.3594887688278,2839108,41
3,LINK,106,185,1,9.000000307805703,1_(24-27),633.7191698841814,4261686,41
25,LINK,101,4,18,6.000000202917083,18_(227-233),635.3044577488529,3205804,41
12,LINK,15,7,12,10.00000019509866,12_(150-151),636.4364525113357,2500298,41
25,LINK,92,188,18,9.000000153215188,18_(221-230),636.540178854384,2377608,41
39,LINK,86,4,17,12.00000043583205,17_(212-213),636.5837795378222,4496532,42
39,LINK,86,4,17,12.000000283257412,17_(212-214),636.5837795378222,2922401,43
39,LINK,86,15,17,12.00000102968543,17_(212-216),636.5837795378222,2825914,44
39,LINK,86,4,17,12.0000003429858,17_(212-217),636.5837795378222,3538626,45
12,LINK,61,4,12,9.000000295799444,12_(158-162),636.9648468828753,3309860,46
12,LINK,61,4,12,9.000000395462244,12_(158-167),636.9648468828753,4425041,47
30,LINK,7,15,16,10.000000242705877,16_(208-209),637.0562670564468,3110411,47
11,LINK,197,173,15,16.000000700512015,15_(190-193),637.3364498487125,4399834,47
43,LINK,190,109,4,12.000000162790968,4_(63-65),637.4982821970314,1501551,47
43,LINK,109,0,4,10.00000071136363,4_(63-64),637.4982823995653,3101926,47
3,LINK,15,7,1,10.000000334866522,1_(24-30),637.7191701159373,4291501,47
11,LINK,110,4,15,8.000000223740239,15_(190-191),638.3364493155883,1718762,47
4,LINK,134,108,8,15.000000708982556,8_(117-120),638.7688309881166,3321372,48
4,LINK,134,108,8,15.000000915053509,8_(117-122),638.7688309881166,4286753,49
47,LINK,106,175,12,12.000000542916245,M.USER.APP.12,639.0000005250595,4470684,49
11,LINK,173,110,15,15.000000294939365,15_(190-192),639.3364495293797,2577901,49
5,LINK,106,15,8,6.000000079729609,8_(114-117),641.2697879123872,1873197,47
25,LINK,4,97,18,6.0000003876241434,18_(227-233),641.30445795177,3205804,47
17,LINK,15,7,16,10.000000221536059,16_(209-210),641.3594891558379,2839108,47
46,LINK,194,190,6,12.00000032709636,6_(80-81),641.4822451317297,3671831,48
46,LINK,194,190,6,12.00000015566753,6_(80-95),641.4822451317297,1747451,49
46,LINK,194,190,6,12.000000261711671,6_(80-97),641.4822451317297,2937853,50
35,LINK,110,6,2,6.00000058988169,2_(39-48),641.728519098107,4068660,50
4,LINK,196,185,8,16.000000268832167,8_(116-119),641.9341329874602,1601887,50
3,LINK,185,196,1,16.000000715205427,1_(24-27),642.7191701919871,4261686,50
5,LINK,175,106,8,12.000000260999052,8_(114-124),645.2697878366598,2149216,49
5,LINK,190,194,8,12.000000354157704,8_(114-115),645.269788620347,3975609,49
12,LINK,4,60,12,9.000000238347912,12_(158-162),645.9648471786747,3309860,48
11,LINK,4,7,15,4.000000042038449,15_(190-191),646.3364495393286,1718762,48
12,LINK,7,105,12,10.000000178170971,12_(150-151),646.4364527064344,2500298,48
30,LINK,15,59,16,8.000000423992486,16_(208-209),647.0562672991526,3110411,48
5,LINK,15,108,8,8.000000079533452,8_(114-117),647.2697879921168,1873197,48
25,LINK,97,191,18,12.000000297324785,18_(227-233),647.3044583393942,3205804,48
43,LINK,0,6,4,5.000000066167264,4_(63-64),647.4982831109289,3101926,48
35,LINK,6,1,2,4.000000136713797,2_(39-48),647.7285196879886,4068660,47
13,LINK,112,3,0,8.000000293546915,0_(7-13),647.9341342288616,3048094,47
12,LINK,15,106,12,6.000000118883498,12_(150-153),648.4364527556262,2793093,47
39,LINK,4,6,17,4.00000017674424,17_(212-213),648.5837799736543,4496532,47
39,LINK,15,99,17,10.000000115767762,17_(212-216),648.5837805675077,2825914,47
43,LINK,190,109,4,12.00000025816242,4_(63-66),649.4982824091583,2381238,47
43,LINK,109,3,4,6.000000101887,4_(63-65),649.4982825623563,1501551,47
11,LINK,7,81,15,8.000000328454187,15_(190-191),650.336449581367,1718762,47
47,LINK,175,195,12,16.00000031566675,M.USER.APP.12,651.5401790550509,4470684,47
35,LINK,1,75,2,6.0000002203291745,2_(39-48),651.7285198247024,4068660,47
43,LINK,6,99,4,6.000000205120084,4_(63-64),652.4982831770961,3101926,47
39,LINK,6,46,17,10.000000229099337,17_(212-213),652.5837801503985,4496532,47
4,LINK,108,15,8,8.000000141021037,8_(117-120),653.7688316970992,3321372,47
11,LINK,110,112,15,6.000000125142107,15_(190-192),654.3364498243191,2577901,47
12,LINK,106,185,12,9.000000201734702,12_(150-153),654.4364528745097,2793093,47
12,LINK,4,7,12,4.000000108230145,12_(158-167),654.964847574137,4425041,46
30,LINK,59,158,16,12.000000184505387,16_(208-209),655.0562677231451,3110411,46
5,LINK,108,134,8,15.000000399854036,8_(114-117),655.2697880716503,1873197,46
11,LINK,173,110,15,15.000000503387929,15_(190-193),655.3364502298917,4399834,46
43,LINK,3,7,4,3.0000000676894922,4_(63-65),655.4982826642433,1501551,46
13,LINK,3,96,0,8.000000705508233,0_(7-13),655.9341345224085,3048094,46
12,LINK,105,159,12,12.000000430816305,12_(150-151),656.4364528846053,2500298,46
3,LINK,7,105,1,10.000000305811907,1_(24-30),656.4364530413009,4291501,46
35,LINK,110,101,2,8.000000351786888,2_(39-50),656.728519207406,2001050,46
40,LINK,169,112,13,12.000000368724725,13_(168-169),657.0328232128159,4357195,47
40,LINK,169,112,13,12.000000214945047,13_(168-170),657.0328232128159,2539991,48
40,LINK,169,112,13,12.000000233200884,13_(168-171),657.0328232128159,2755719,49
40,LINK,169,112,13,12.000000290520585,13_(168-172),657.0328232128159,3433062,50
40,LINK,169,112,13,12.000000149072788,13_(168-173),657.0328232128159,1761583,51
40,LINK,169,112,13,12.000000186498916,13_(168-175),657.0328232128159,2203845,52
9,LINK,195,175,8,16.000000280710417,8_(114-115),657.2517996626474,3975609,53
9,LINK,195,175,8,16.000000132262983,8_(114-117),657.2517996626474,1873197,54
9,LINK,195,175,8,16.000000151752175,8_(114-124),657.2517996626474,2149216,55
9,LINK,195,175,8,16.000000291583365,8_(114-125),657.2517996626474,4129599,56
5,LINK,106,15,8,6.0000000914779115,8_(114-124),657.2697880976589,2149216,56
4,LINK,185,112,8,15.000000553161462,8_(116-119),657.9341332562924,1601887,54
11,LINK,81,119,15,15.000000200701114,15_(190-191),658.3364499098212,1718762,54
43,LINK,7,18,4,10.000000177762212,4_(63-65),658.4982827319328,1501551,54
43,LINK,99,163,4,12.000000417604031,4_(63-64),658.4982833822162,3101926,54
3,LINK,196,198,1,25.000000858516458,1_(24-27),658.7191709071925,4261686,53
12,LINK,7,84,12,6.0000003036282035,12_(158-167),658.9648476823671,4425041,53
11,LINK,112,62,15,12.00000035264868,15_(190-192),660.3364499494612,2577901,52
12,LINK,15,0,12,10.000000080321131,12_(150-154),660.436452953812,2265956,52
39,LINK,4,70,17,12.000000157241404,17_(212-214),660.5837802569117,2922401,52
5,LINK,175,106,8,12.00000050149516,8_(114-125),661.2697881282431,4129599,52
43,LINK,190,109,4,12.000000181355446,4_(63-68),661.4982825581744,1672786,52
43,LINK,109,0,4,10.000000546088495,4_(63-66),661.4982828205187,2381238,52
4,LINK,15,88,8,9.00000020548083,8_(117-120),661.7688318381203,3321372,52
5,LINK,15,6,8,6.000000113140993,8_(114-124),663.2697881891368,2149216,51
13,LINK,96,155,0,9.00000128589587,0_(7-13),663.9341352279167,3048094,50
35,LINK,101,114,2,9.00000022353912,2_(39-50),664.7285195591928,2001050,50
17,LINK,7,105,16,10.000000202314535,16_(209-210),666.436453262837,2839108,49
3,LINK,105,159,1,12.000000739451298,1_(24-30),666.4364533471128,4291501,49
33,LINK,195,175,5,16.000000256361055,5_(75-76),667.8093525179855,3630757,48
33,LINK,195,175,5,16.000000141551627,5_(75-77),667.8093525179855,2004749,49
2,LINK,20,0,3,8.0000007155072,3_(53-55),668.5206099503146,4368575,48
2,LINK,20,0,3,8.000000308806197,3_(53-56),668.5206099503146,1885436,49
2,LINK,20,0,3,8.000000463544891,3_(53-57),668.5206099503146,2830203,50
2,LINK,20,0,3,8.000000401878188,3_(53-58),668.5206099503146,2453693,51
2,LINK,20,0,3,8.000000279084292,3_(53-59),668.5206099503146,1703967,52
2,LINK,20,0,3,8.000000273455491,3_(53-60),668.5206099503146,1669600,53
2,LINK,20,0,3,8.000000309893567,3_(53-62),668.5206099503146,1892075,54
4,LINK,108,5,8,6.000000155426083,8_(117-122),668.7688326121528,4286753,54
40,LINK,112,4,13,10.000000171387715,13_(168-169),669.0328235815406,4357195,54
5,LINK,6,91,8,10.00000037505377,8_(114-124),669.2697883022778,2149216,54
11,LINK,110,112,15,6.000000213586363,15_(190-193),670.3364507332797,4399834,53
12,LINK,0,14,12,6.000000131481005,12_(150-154),670.4364530341331,2265956,53
4,LINK,88,184,8,12.00000023998982,8_(117-120),670.7688320436012,3321372,52
43,LINK,0,15,4,10.000000084407523,4_(63-66),671.4982833666072,2381238,52
45,LINK,195,175,9,16.00000024962666,9_(128-129),671.6402877697842,3535380,53
45,LINK,195,175,9,16.00000025997817,9_(128-130),671.6402877697842,3681985,54
45,LINK,195,175,9,16.000000208772004,9_(128-132),671.6402877697842,2956769,55
45,LINK,195,175,9,16.000000271102696,9_(128-133),671.6402877697842,3839538,56
45,LINK,195,175,9,16.00000015838772,9_(128-134),671.6402877697842,2243193,57
45,LINK,195,175,9,16.00000022408656,9_(128-139),671.6402877697842,3173664,58
45,LINK,195,175,9,16.000000286203942,9_(128-141),671.6402877697842,4053412,59
3,LINK,141,110,1,9.000000215022178,1_(33-37),671.9966895269088,1638678,60
12,LINK,15,106,12,6.000000141979413,12_(150-155),672.4364532455617,3335717,59
39,LINK,4,6,17,4.0000001390920294,17_(212-217),672.5837805998975,3538626,58
4,LINK,112,3,8,8.000000154269845,8_(116-119),672.9341338094539,1601887,58
5,LINK,106,191,8,9.000001209003413,8_(114-125),673.2697886297383,4129599,57
43,LINK,190,109,4,12.000000175606404,4_(63-70),673.4982827024667,1619758,56
43,LINK,109,0,4,10.000000383619442,4_(63-68),673.4982830018741,1672786,56
4,LINK,5,110,8,10.000000234348134,8_(117-122),674.7688327675788,4286753,55
11,LINK,112,62,15,12.000000601883336,15_(190-193),676.3364509468661,4399834,55
17,LINK,105,166,16,9.00000014459521,16_(209-210),676.4364535494273,2839108,54
2,LINK,0,15,3,10.000000154852472,3_(53-55),676.5206106658218,4368575,54
39,LINK,6,53,17,6.000000148419393,17_(212-217),676.5837807389895,3538626,54
26,LINK,175,106,5,12.00000044091619,5_(75-76),677.2697883846042,3630757,54
12,LINK,106,175,12,12.000000405086771,12_(150-155),678.4364533875411,3335717,54
40,LINK,4,6,13,4.00000017126735,13_(168-169),679.0328237529283,4357195,54
4,LINK,3,96,8,8.000000370770872,8_(116-119),680.9341339637238,1601887,52
3,LINK,110,5,1,10.000000089583219,1_(33-37),680.9966897419309,1638678,52
